state,crop,year,yield,rainfall,temperature,humidity,n_req_kg_per_ha,p_req_kg_per_ha,k_req_kg_per_ha,n,p,k,ph
madhya pradesh,rice,1995,669.4925714285715,1200.0,25.0,80.0,16.737314285714287,8.033910857142857,14.728836571428571,70.0,40.0,20.0,7.4
madhya pradesh,rice,1996,949.6328571428572,1200.0,25.0,80.0,23.74082142857143,11.395594285714285,20.89192285714286,70.0,40.0,20.0,7.4
madhya pradesh,rice,1997,850.4729411764706,1200.0,25.0,80.0,21.261823529411767,10.205675294117647,18.710404705882354,70.0,40.0,20.0,7.4
madhya pradesh,rice,1998,961.6714705882354,1200.0,25.0,80.0,24.041786764705883,11.540057647058823,21.156772352941175,70.0,40.0,20.0,7.4
madhya pradesh,rice,1999,1065.600588235294,1200.0,25.0,80.0,26.64001470588235,12.78720705882353,23.443212941176473,70.0,40.0,20.0,7.4
madhya pradesh,rice,2000,616.6141176470588,1200.0,25.0,80.0,15.415352941176469,7.399369411764706,13.565510588235295,70.0,40.0,20.0,7.4
madhya pradesh,rice,2001,866.4373529411764,1200.0,25.0,80.0,21.66093382352941,10.397248235294118,19.061621764705883,70.0,40.0,20.0,7.4
madhya pradesh,rice,2002,618.0529411764705,1200.0,25.0,80.0,15.451323529411766,7.416635294117647,13.597164705882353,70.0,40.0,20.0,7.4
madhya pradesh,rice,2003,1047.155294117647,1200.0,25.0,80.0,26.178882352941176,12.565863529411764,23.037416470588234,70.0,40.0,20.0,7.4
madhya pradesh,rice,2004,789.9332432432432,1200.0,25.0,80.0,19.748331081081083,9.47919891891892,17.378531351351352,70.0,40.0,20.0,7.4
madhya pradesh,rice,2005,875.1819444444444,1200.0,25.0,80.0,21.87954861111111,10.502183333333333,19.254002777777778,70.0,40.0,20.0,7.4
madhya pradesh,rice,2006,833.7163888888889,1200.0,25.0,80.0,20.84290972222222,10.004596666666666,18.341760555555556,70.0,40.0,20.0,7.4
madhya pradesh,rice,2007,590.3841176470588,1200.0,25.0,80.0,14.759602941176471,7.084609411764706,12.988450588235295,70.0,40.0,20.0,7.4
madhya pradesh,rice,2008,618.6726470588235,1200.0,25.0,80.0,15.466816176470589,7.424071764705882,13.61079823529412,70.0,40.0,20.0,7.4
madhya pradesh,rice,2009,937.5917647058823,1200.0,25.0,80.0,23.439794117647057,11.251101176470588,20.62701882352941,70.0,40.0,20.0,7.4
madhya pradesh,rice,2010,1220.5914705882353,1200.0,25.0,80.0,30.514786764705885,14.647097647058825,26.853012352941178,70.0,40.0,20.0,7.4
madhya pradesh,rice,2011,1385.7267647058823,1200.0,25.0,80.0,34.643169117647055,16.628721176470588,30.48598882352941,70.0,40.0,20.0,7.4
madhya pradesh,rice,2012,1512.5211428571429,1200.0,25.0,80.0,37.81302857142857,18.150253714285714,33.27546514285714,70.0,40.0,20.0,7.4
madhya pradesh,rice,2013,1477.0902857142855,1200.0,25.0,80.0,36.927257142857144,17.72508342857143,32.49598628571429,70.0,40.0,20.0,7.4
madhya pradesh,rice,2014,1574.8771875,1200.0,25.0,80.0,39.3719296875,18.89852625,34.647298125,70.0,40.0,20.0,7.4
madhya pradesh,rice,2015,1657.005,1200.0,25.0,80.0,41.425125,19.884059999999998,36.45411,70.0,40.0,20.0,7.4
madhya pradesh,rice,2016,2058.5203333333334,1200.0,25.0,80.0,51.46300833333333,24.702244,45.28744733333333,70.0,40.0,20.0,7.4
madhya pradesh,rice,2017,1940.8313888888888,1200.0,25.0,80.0,48.520784722222224,23.289976666666668,42.69829055555556,70.0,40.0,20.0,7.4
maharashtra,chickpea,1966,314.28749999999997,600.0,20.0,60.0,5.657175,3.142875,5.657175,75.0,43.0,26.0,7.1
maharashtra,chickpea,1967,328.545,600.0,20.0,60.0,5.913810000000001,3.2854499999999995,5.913810000000001,75.0,43.0,26.0,7.1
maharashtra,chickpea,1968,362.4845833333333,600.0,20.0,60.0,6.5247225,3.6248458333333335,6.5247225,75.0,43.0,26.0,7.1
maharashtra,chickpea,1969,277.7608333333333,600.0,20.0,60.0,4.999695,2.7776083333333332,4.999695,75.0,43.0,26.0,7.1
maharashtra,chickpea,1970,303.54,600.0,20.0,60.0,5.4637199999999995,3.0353999999999997,5.4637199999999995,75.0,43.0,26.0,7.1
maharashtra,chickpea,1971,311.3904166666667,600.0,20.0,60.0,5.605027499999999,3.1139041666666665,5.605027499999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,1972,231.6620833333333,600.0,20.0,60.0,4.1699174999999995,2.3166208333333334,4.1699174999999995,75.0,43.0,26.0,7.1
maharashtra,chickpea,1973,383.16875,600.0,20.0,60.0,6.8970375,3.8316874999999997,6.8970375,75.0,43.0,26.0,7.1
maharashtra,chickpea,1974,377.5825,600.0,20.0,60.0,6.796485,3.7758249999999998,6.796485,75.0,43.0,26.0,7.1
maharashtra,chickpea,1975,437.22875,600.0,20.0,60.0,7.8701175,4.3722875,7.8701175,75.0,43.0,26.0,7.1
maharashtra,chickpea,1976,319.21125,600.0,20.0,60.0,5.7458025,3.1921125,5.7458025,75.0,43.0,26.0,7.1
maharashtra,chickpea,1977,319.56333333333333,600.0,20.0,60.0,5.75214,3.1956333333333333,5.75214,75.0,43.0,26.0,7.1
maharashtra,chickpea,1978,330.40458333333333,600.0,20.0,60.0,5.9472825,3.3040458333333333,5.9472825,75.0,43.0,26.0,7.1
maharashtra,chickpea,1979,370.63875,600.0,20.0,60.0,6.6714975,3.7063875,6.6714975,75.0,43.0,26.0,7.1
maharashtra,chickpea,1980,335.575,600.0,20.0,60.0,6.04035,3.35575,6.04035,75.0,43.0,26.0,7.1
maharashtra,chickpea,1981,370.52708333333334,600.0,20.0,60.0,6.6694875,3.7052708333333335,6.6694875,75.0,43.0,26.0,7.1
maharashtra,chickpea,1982,327.3670833333333,600.0,20.0,60.0,5.8926075,3.2736708333333335,5.8926075,75.0,43.0,26.0,7.1
maharashtra,chickpea,1983,412.7579166666667,600.0,20.0,60.0,7.4296425,4.127579166666667,7.4296425,75.0,43.0,26.0,7.1
maharashtra,chickpea,1984,411.05541666666664,600.0,20.0,60.0,7.3989975,4.110554166666667,7.3989975,75.0,43.0,26.0,7.1
maharashtra,chickpea,1985,333.11125,600.0,20.0,60.0,5.9960025,3.3311125,5.9960025,75.0,43.0,26.0,7.1
maharashtra,chickpea,1986,291.53041666666667,600.0,20.0,60.0,5.2475475000000005,2.9153041666666666,5.2475475000000005,75.0,43.0,26.0,7.1
maharashtra,chickpea,1987,397.20416666666665,600.0,20.0,60.0,7.149674999999999,3.972041666666667,7.149674999999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,1988,605.1241666666666,600.0,20.0,60.0,10.892235,6.051241666666666,10.892235,75.0,43.0,26.0,7.1
maharashtra,chickpea,1989,515.7441666666667,600.0,20.0,60.0,9.283395,5.157441666666666,9.283395,75.0,43.0,26.0,7.1
maharashtra,chickpea,1990,524.8320833333333,600.0,20.0,60.0,9.446977500000001,5.2483208333333335,9.446977500000001,75.0,43.0,26.0,7.1
maharashtra,chickpea,1991,495.0,600.0,20.0,60.0,8.91,4.95,8.91,75.0,43.0,26.0,7.1
maharashtra,chickpea,1992,510.0566666666667,600.0,20.0,60.0,9.18102,5.1005666666666665,9.18102,75.0,43.0,26.0,7.1
maharashtra,chickpea,1993,704.6554166666666,600.0,20.0,60.0,12.683797499999999,7.046554166666667,12.683797499999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,1994,603.0683333333333,600.0,20.0,60.0,10.85523,6.030683333333333,10.85523,75.0,43.0,26.0,7.1
maharashtra,chickpea,1995,521.3874999999999,600.0,20.0,60.0,9.384974999999999,5.213875,9.384974999999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,1996,650.7866666666666,600.0,20.0,60.0,11.71416,6.507866666666668,11.71416,75.0,43.0,26.0,7.1
maharashtra,chickpea,1997,444.1152,600.0,20.0,60.0,7.9940736,4.441152,7.9940736,75.0,43.0,26.0,7.1
maharashtra,chickpea,1998,624.5968,600.0,20.0,60.0,11.2427424,6.245968,11.2427424,75.0,43.0,26.0,7.1
maharashtra,chickpea,1999,631.1704166666667,600.0,20.0,60.0,11.361067499999999,6.311704166666666,11.361067499999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,2000,516.4370833333334,600.0,20.0,60.0,9.2958675,5.164370833333334,9.2958675,75.0,43.0,26.0,7.1
maharashtra,chickpea,2001,592.7104166666667,600.0,20.0,60.0,10.6687875,5.927104166666666,10.6687875,75.0,43.0,26.0,7.1
maharashtra,chickpea,2002,568.7504166666666,600.0,20.0,60.0,10.2375075,5.687504166666667,10.2375075,75.0,43.0,26.0,7.1
maharashtra,chickpea,2003,564.3170833333334,600.0,20.0,60.0,10.1577075,5.6431708333333335,10.1577075,75.0,43.0,26.0,7.1
maharashtra,chickpea,2004,569.6062499999999,600.0,20.0,60.0,10.2529125,5.6960625,10.2529125,75.0,43.0,26.0,7.1
maharashtra,chickpea,2005,675.03625,600.0,20.0,60.0,12.1506525,6.7503625000000005,12.1506525,75.0,43.0,26.0,7.1
maharashtra,chickpea,2006,692.0829166666667,600.0,20.0,60.0,12.4574925,6.920829166666667,12.4574925,75.0,43.0,26.0,7.1
maharashtra,chickpea,2007,819.0124999999999,600.0,20.0,60.0,14.742225,8.190125,14.742225,75.0,43.0,26.0,7.1
maharashtra,chickpea,2008,682.0779166666667,600.0,20.0,60.0,12.2774025,6.820779166666667,12.2774025,75.0,43.0,26.0,7.1
maharashtra,chickpea,2009,794.7420833333334,600.0,20.0,60.0,14.3053575,7.947420833333333,14.3053575,75.0,43.0,26.0,7.1
maharashtra,chickpea,2010,878.3395833333334,600.0,20.0,60.0,15.8101125,8.783395833333334,15.8101125,75.0,43.0,26.0,7.1
maharashtra,chickpea,2011,824.2120833333333,600.0,20.0,60.0,14.8358175,8.242120833333333,14.8358175,75.0,43.0,26.0,7.1
maharashtra,chickpea,2012,742.4243478260869,600.0,20.0,60.0,13.363638260869564,7.42424347826087,13.363638260869564,75.0,43.0,26.0,7.1
maharashtra,chickpea,2013,865.1547826086957,600.0,20.0,60.0,15.572786086956523,8.651547826086956,15.572786086956523,75.0,43.0,26.0,7.1
maharashtra,chickpea,2014,751.6343478260869,600.0,20.0,60.0,13.529418260869566,7.51634347826087,13.529418260869566,75.0,43.0,26.0,7.1
maharashtra,chickpea,2015,590.3824,600.0,20.0,60.0,10.6268832,5.903823999999999,10.6268832,75.0,43.0,26.0,7.1
maharashtra,chickpea,2016,989.8425000000001,600.0,20.0,60.0,17.817165,9.898425,17.817165,75.0,43.0,26.0,7.1
maharashtra,chickpea,2017,957.4904347826086,600.0,20.0,60.0,17.234827826086956,9.574904347826088,17.234827826086956,75.0,43.0,26.0,7.1
maharashtra,cotton,1966,134.3145,700.0,28.0,65.0,3.6264914999999993,1.611774,3.6264914999999993,75.0,43.0,26.0,7.1
maharashtra,cotton,1967,140.6247619047619,700.0,28.0,65.0,3.7968685714285715,1.687497142857143,3.7968685714285715,75.0,43.0,26.0,7.1
maharashtra,cotton,1968,135.95142857142858,700.0,28.0,65.0,3.6706885714285713,1.631417142857143,3.6706885714285713,75.0,43.0,26.0,7.1
maharashtra,cotton,1969,115.65047619047618,700.0,28.0,65.0,3.122562857142857,1.3878057142857143,3.122562857142857,75.0,43.0,26.0,7.1
maharashtra,cotton,1970,66.13904761904762,700.0,28.0,65.0,1.7857542857142856,0.7936685714285714,1.7857542857142856,75.0,43.0,26.0,7.1
maharashtra,cotton,1971,120.70809523809524,700.0,28.0,65.0,3.2591185714285715,1.448497142857143,3.2591185714285715,75.0,43.0,26.0,7.1
maharashtra,cotton,1972,131.35333333333332,700.0,28.0,65.0,3.54654,1.5762399999999999,3.54654,75.0,43.0,26.0,7.1
maharashtra,cotton,1973,125.92761904761905,700.0,28.0,65.0,3.400045714285714,1.5111314285714286,3.400045714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,1974,145.61142857142858,700.0,28.0,65.0,3.931508571428571,1.747337142857143,3.931508571428571,75.0,43.0,26.0,7.1
maharashtra,cotton,1975,129.83238095238096,700.0,28.0,65.0,3.5054742857142855,1.5579885714285713,3.5054742857142855,75.0,43.0,26.0,7.1
maharashtra,cotton,1976,127.29904761904761,700.0,28.0,65.0,3.437074285714286,1.5275885714285715,3.437074285714286,75.0,43.0,26.0,7.1
maharashtra,cotton,1977,144.49428571428572,700.0,28.0,65.0,3.901345714285714,1.7339314285714285,3.901345714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,1978,178.23571428571427,700.0,28.0,65.0,4.812364285714286,2.1388285714285713,4.812364285714286,75.0,43.0,26.0,7.1
maharashtra,cotton,1979,152.5790476190476,700.0,28.0,65.0,4.119634285714286,1.8309485714285714,4.119634285714286,75.0,43.0,26.0,7.1
maharashtra,cotton,1980,134.65428571428572,700.0,28.0,65.0,3.635665714285715,1.6158514285714287,3.635665714285715,75.0,43.0,26.0,7.1
maharashtra,cotton,1981,141.13857142857142,700.0,28.0,65.0,3.8107414285714287,1.6936628571428574,3.8107414285714287,75.0,43.0,26.0,7.1
maharashtra,cotton,1982,151.96904761904761,700.0,28.0,65.0,4.103164285714286,1.8236285714285714,4.103164285714286,75.0,43.0,26.0,7.1
maharashtra,cotton,1983,83.85619047619048,700.0,28.0,65.0,2.264117142857143,1.0062742857142857,2.264117142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1984,141.58952380952383,700.0,28.0,65.0,3.822917142857143,1.6990742857142858,3.822917142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1985,164.18619047619046,700.0,28.0,65.0,4.433027142857143,1.9702342857142858,4.433027142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1986,102.80850000000001,700.0,28.0,65.0,2.7758295,1.233702,2.7758295,75.0,43.0,26.0,7.1
maharashtra,cotton,1987,138.35736842105263,700.0,28.0,65.0,3.735648947368421,1.6602884210526316,3.735648947368421,75.0,43.0,26.0,7.1
maharashtra,cotton,1988,145.602,700.0,28.0,65.0,3.931254,1.7472239999999999,3.931254,75.0,43.0,26.0,7.1
maharashtra,cotton,1989,184.14947368421053,700.0,28.0,65.0,4.972035789473685,2.2097936842105264,4.972035789473685,75.0,43.0,26.0,7.1
maharashtra,cotton,1990,171.05142857142857,700.0,28.0,65.0,4.6183885714285715,2.0526171428571427,4.6183885714285715,75.0,43.0,26.0,7.1
maharashtra,cotton,1991,130.5257142857143,700.0,28.0,65.0,3.524194285714285,1.5663085714285714,3.524194285714285,75.0,43.0,26.0,7.1
maharashtra,cotton,1992,176.53857142857143,700.0,28.0,65.0,4.766541428571428,2.118462857142857,4.766541428571428,75.0,43.0,26.0,7.1
maharashtra,cotton,1993,200.48700000000002,700.0,28.0,65.0,5.413149,2.405844,5.413149,75.0,43.0,26.0,7.1
maharashtra,cotton,1994,199.95285714285714,700.0,28.0,65.0,5.398727142857143,2.399434285714286,5.398727142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1995,185.27904761904762,700.0,28.0,65.0,5.002534285714286,2.2233485714285712,5.002534285714286,75.0,43.0,26.0,7.1
maharashtra,cotton,1996,221.09,700.0,28.0,65.0,5.96943,2.65308,5.96943,75.0,43.0,26.0,7.1
maharashtra,cotton,1997,175.56333333333333,700.0,28.0,65.0,4.74021,2.10676,4.74021,75.0,43.0,26.0,7.1
maharashtra,cotton,1998,181.5747619047619,700.0,28.0,65.0,4.902518571428571,2.178897142857143,4.902518571428571,75.0,43.0,26.0,7.1
maharashtra,cotton,1999,225.05333333333334,700.0,28.0,65.0,6.07644,2.70064,6.07644,75.0,43.0,26.0,7.1
maharashtra,cotton,2000,165.42619047619047,700.0,28.0,65.0,4.466507142857143,1.9851142857142858,4.466507142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,2001,159.16333333333333,700.0,28.0,65.0,4.29741,1.90996,4.29741,75.0,43.0,26.0,7.1
maharashtra,cotton,2002,177.58809523809524,700.0,28.0,65.0,4.794878571428572,2.1310571428571428,4.794878571428572,75.0,43.0,26.0,7.1
maharashtra,cotton,2003,209.2152380952381,700.0,28.0,65.0,5.648811428571428,2.510582857142857,5.648811428571428,75.0,43.0,26.0,7.1
maharashtra,cotton,2004,191.275,700.0,28.0,65.0,5.164425,2.2953,5.164425,75.0,43.0,26.0,7.1
maharashtra,cotton,2005,211.16952380952378,700.0,28.0,65.0,5.7015771428571425,2.5340342857142857,5.7015771428571425,75.0,43.0,26.0,7.1
maharashtra,cotton,2006,243.54428571428573,700.0,28.0,65.0,6.575695714285714,2.9225314285714283,6.575695714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,2007,363.95666666666665,700.0,28.0,65.0,9.82683,4.36748,9.82683,75.0,43.0,26.0,7.1
maharashtra,cotton,2008,257.80428571428575,700.0,28.0,65.0,6.960715714285714,3.0936514285714285,6.960715714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,2009,243.40050000000002,700.0,28.0,65.0,6.5718135,2.920806,6.5718135,75.0,43.0,26.0,7.1
maharashtra,cotton,2010,343.4709523809524,700.0,28.0,65.0,9.273715714285714,4.121651428571429,9.273715714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,2011,293.39578947368426,700.0,28.0,65.0,7.921686315789473,3.5207494736842104,7.921686315789473,75.0,43.0,26.0,7.1
maharashtra,cotton,2012,337.7221052631579,700.0,28.0,65.0,9.118496842105264,4.052665263157895,9.118496842105264,75.0,43.0,26.0,7.1
maharashtra,cotton,2013,374.3826315789474,700.0,28.0,65.0,10.108331052631579,4.492591578947368,10.108331052631579,75.0,43.0,26.0,7.1
maharashtra,cotton,2014,175.93894736842105,700.0,28.0,65.0,4.7503515789473685,2.1112673684210526,4.7503515789473685,75.0,43.0,26.0,7.1
maharashtra,cotton,2015,163.57631578947368,700.0,28.0,65.0,4.41656052631579,1.9629157894736842,4.41656052631579,75.0,43.0,26.0,7.1
maharashtra,cotton,2016,470.4442105263158,700.0,28.0,65.0,12.701993684210526,5.64533052631579,12.701993684210526,75.0,43.0,26.0,7.1
maharashtra,cotton,2017,275.1157142857143,700.0,28.0,65.0,7.4281242857142855,3.3013885714285713,7.4281242857142855,75.0,43.0,26.0,7.1
maharashtra,maize,1966,1086.632,800.0,22.0,70.0,29.339064,13.039584,18.472744,75.0,43.0,26.0,7.1
maharashtra,maize,1967,1013.2205263157894,800.0,22.0,70.0,27.356954210526318,12.158646315789474,17.224748947368422,75.0,43.0,26.0,7.1
maharashtra,maize,1968,801.2438888888888,800.0,22.0,70.0,21.633585,9.614926666666667,13.621146111111111,75.0,43.0,26.0,7.1
maharashtra,maize,1969,672.5699999999999,800.0,22.0,70.0,18.15939,8.07084,11.43369,75.0,43.0,26.0,7.1
maharashtra,maize,1970,565.3852380952382,800.0,22.0,70.0,15.265401428571428,6.784622857142857,9.611549047619048,75.0,43.0,26.0,7.1
maharashtra,maize,1971,565.9100000000001,800.0,22.0,70.0,15.279570000000001,6.79092,9.620470000000001,75.0,43.0,26.0,7.1
maharashtra,maize,1972,472.6768421052632,800.0,22.0,70.0,12.762274736842105,5.672122105263158,8.035506315789474,75.0,43.0,26.0,7.1
maharashtra,maize,1973,736.3495,800.0,22.0,70.0,19.8814365,8.836194,12.517941500000001,75.0,43.0,26.0,7.1
maharashtra,maize,1974,726.8528571428571,800.0,22.0,70.0,19.625027142857142,8.722234285714286,12.35649857142857,75.0,43.0,26.0,7.1
maharashtra,maize,1975,1265.374761904762,800.0,22.0,70.0,34.16511857142857,15.184497142857143,21.51137095238095,75.0,43.0,26.0,7.1
maharashtra,maize,1976,1634.0034782608695,800.0,22.0,70.0,44.118093913043474,19.608041739130435,27.77805913043478,75.0,43.0,26.0,7.1
maharashtra,maize,1977,1622.3519047619047,800.0,22.0,70.0,43.80350142857143,19.468222857142855,27.57998238095238,75.0,43.0,26.0,7.1
maharashtra,maize,1978,1728.6171428571429,800.0,22.0,70.0,46.67266285714286,20.743405714285714,29.38649142857143,75.0,43.0,26.0,7.1
maharashtra,maize,1979,2003.2079999999999,800.0,22.0,70.0,54.08661600000001,24.038496,34.054536,75.0,43.0,26.0,7.1
maharashtra,maize,1980,1797.8,800.0,22.0,70.0,48.540600000000005,21.573600000000003,30.562600000000003,75.0,43.0,26.0,7.1
maharashtra,maize,1981,1825.5365217391302,800.0,22.0,70.0,49.289486086956515,21.906438260869567,31.03412086956522,75.0,43.0,26.0,7.1
maharashtra,maize,1982,1531.63375,800.0,22.0,70.0,41.35411125,18.379605,26.03777375,75.0,43.0,26.0,7.1
maharashtra,maize,1983,1456.3765217391306,800.0,22.0,70.0,39.32216608695652,17.476518260869565,24.758400869565218,75.0,43.0,26.0,7.1
maharashtra,maize,1984,1329.11,800.0,22.0,70.0,35.88597,15.94932,22.59487,75.0,43.0,26.0,7.1
maharashtra,maize,1985,1327.23,800.0,22.0,70.0,35.835210000000004,15.92676,22.562910000000002,75.0,43.0,26.0,7.1
maharashtra,maize,1986,825.4047368421053,800.0,22.0,70.0,22.285927894736844,9.904856842105264,14.031880526315788,75.0,43.0,26.0,7.1
maharashtra,maize,1987,999.027,800.0,22.0,70.0,26.973729,11.988324,16.983459,75.0,43.0,26.0,7.1
maharashtra,maize,1988,952.0640909090909,800.0,22.0,70.0,25.705730454545456,11.424769090909091,16.185089545454545,75.0,43.0,26.0,7.1
maharashtra,maize,1989,1057.3455,800.0,22.0,70.0,28.548328500000004,12.688146,17.9748735,75.0,43.0,26.0,7.1
maharashtra,maize,1990,1091.3095238095239,800.0,22.0,70.0,29.465357142857144,13.095714285714285,18.552261904761906,75.0,43.0,26.0,7.1
maharashtra,maize,1991,993.8575000000001,800.0,22.0,70.0,26.8341525,11.92629,16.895577499999998,75.0,43.0,26.0,7.1
maharashtra,maize,1992,1489.6076190476192,800.0,22.0,70.0,40.21940571428571,17.87529142857143,25.323329523809527,75.0,43.0,26.0,7.1
maharashtra,maize,1993,1467.7483333333332,800.0,22.0,70.0,39.629205,17.61298,24.951721666666668,75.0,43.0,26.0,7.1
maharashtra,maize,1994,1280.7516666666668,800.0,22.0,70.0,34.580295,15.36902,21.772778333333335,75.0,43.0,26.0,7.1
maharashtra,maize,1995,1340.2419047619046,800.0,22.0,70.0,36.18653142857143,16.08290285714286,22.784112380952383,75.0,43.0,26.0,7.1
maharashtra,maize,1996,1304.5672727272727,800.0,22.0,70.0,35.223316363636364,15.654807272727272,22.177643636363637,75.0,43.0,26.0,7.1
maharashtra,maize,1997,1461.0847619047618,800.0,22.0,70.0,39.449288571428575,17.53301714285714,24.838440952380953,75.0,43.0,26.0,7.1
maharashtra,maize,1998,1669.3631818181818,800.0,22.0,70.0,45.07280590909091,20.032358181818182,28.37917409090909,75.0,43.0,26.0,7.1
maharashtra,maize,1999,1330.74,800.0,22.0,70.0,35.92998,15.96888,22.62258,75.0,43.0,26.0,7.1
maharashtra,maize,2000,958.0721739130435,800.0,22.0,70.0,25.86794869565217,11.496866086956523,16.28722695652174,75.0,43.0,26.0,7.1
maharashtra,maize,2001,1978.0595833333334,800.0,22.0,70.0,53.40760875,23.736715,33.627012916666665,75.0,43.0,26.0,7.1
maharashtra,maize,2002,1689.4939130434782,800.0,22.0,70.0,45.61633565217391,20.273926956521738,28.72139652173913,75.0,43.0,26.0,7.1
maharashtra,maize,2003,1779.4839130434782,800.0,22.0,70.0,48.046065652173915,21.35380695652174,30.251226521739127,75.0,43.0,26.0,7.1
maharashtra,maize,2004,1467.5243478260868,800.0,22.0,70.0,39.623157391304346,17.610292173913045,24.947913913043475,75.0,43.0,26.0,7.1
maharashtra,maize,2005,1851.4375,800.0,22.0,70.0,49.9888125,22.217250000000003,31.474437499999997,75.0,43.0,26.0,7.1
maharashtra,maize,2006,1796.1748,800.0,22.0,70.0,48.4967196,21.5540976,30.5349716,75.0,43.0,26.0,7.1
maharashtra,maize,2007,2543.2876,800.0,22.0,70.0,68.6687652,30.5194512,43.2358892,75.0,43.0,26.0,7.1
maharashtra,maize,2008,2229.6420000000003,800.0,22.0,70.0,60.200334000000005,26.755704,37.903914,75.0,43.0,26.0,7.1
maharashtra,maize,2009,2140.0643478260868,800.0,22.0,70.0,57.781737391304354,25.680772173913045,36.38109391304348,75.0,43.0,26.0,7.1
maharashtra,maize,2010,2389.0552173913043,800.0,22.0,70.0,64.50449086956522,28.66866260869565,40.61393869565217,75.0,43.0,26.0,7.1
maharashtra,maize,2011,2230.4556,800.0,22.0,70.0,60.222301200000004,26.7654672,37.9177452,75.0,43.0,26.0,7.1
maharashtra,maize,2012,1757.4561904761906,800.0,22.0,70.0,47.45131714285714,21.089474285714285,29.87675523809524,75.0,43.0,26.0,7.1
maharashtra,maize,2013,2444.723181818182,800.0,22.0,70.0,66.00752590909092,29.336678181818183,41.56029409090909,75.0,43.0,26.0,7.1
maharashtra,maize,2014,1702.893043478261,800.0,22.0,70.0,45.97811217391304,20.43471652173913,28.949181739130434,75.0,43.0,26.0,7.1
maharashtra,maize,2015,1438.3141666666668,800.0,22.0,70.0,38.8344825,17.25977,24.451340833333333,75.0,43.0,26.0,7.1
maharashtra,maize,2016,2570.9984,800.0,22.0,70.0,69.4169568,30.8519808,43.7069728,75.0,43.0,26.0,7.1
maharashtra,maize,2017,2108.310909090909,800.0,22.0,70.0,56.924394545454554,25.299730909090908,35.841285454545456,75.0,43.0,26.0,7.1
maharashtra,rice,1966,577.203076923077,1200.0,25.0,80.0,14.430076923076923,6.926436923076922,12.698467692307693,75.0,43.0,26.0,7.1
maharashtra,rice,1967,763.1330769230769,1200.0,25.0,80.0,19.078326923076922,9.157596923076923,16.78892769230769,75.0,43.0,26.0,7.1
maharashtra,rice,1968,798.5423076923076,1200.0,25.0,80.0,19.963557692307692,9.582507692307692,17.56793076923077,75.0,43.0,26.0,7.1
maharashtra,rice,1969,794.7846153846154,1200.0,25.0,80.0,19.869615384615386,9.537415384615384,17.48526153846154,75.0,43.0,26.0,7.1
maharashtra,rice,1970,928.6765384615385,1200.0,25.0,80.0,23.216913461538464,11.144118461538461,20.430883846153847,75.0,43.0,26.0,7.1
maharashtra,rice,1971,785.2757692307694,1200.0,25.0,80.0,19.63189423076923,9.423309230769231,17.276066923076925,75.0,43.0,26.0,7.1
maharashtra,rice,1972,359.5980769230769,1200.0,25.0,80.0,8.989951923076923,4.3151769230769235,7.911157692307692,75.0,43.0,26.0,7.1
maharashtra,rice,1973,980.7615384615384,1200.0,25.0,80.0,24.51903846153846,11.76913846153846,21.576753846153846,75.0,43.0,26.0,7.1
maharashtra,rice,1974,942.6730769230769,1200.0,25.0,80.0,23.56682692307692,11.312076923076924,20.738807692307695,75.0,43.0,26.0,7.1
maharashtra,rice,1975,1365.0365384615384,1200.0,25.0,80.0,34.12591346153847,16.38043846153846,30.030803846153844,75.0,43.0,26.0,7.1
maharashtra,rice,1976,1274.9592307692308,1200.0,25.0,80.0,31.873980769230773,15.29951076923077,28.04910307692308,75.0,43.0,26.0,7.1
maharashtra,rice,1977,1508.931923076923,1200.0,25.0,80.0,37.72329807692308,18.10718307692308,33.196502307692306,75.0,43.0,26.0,7.1
maharashtra,rice,1978,1427.6996153846155,1200.0,25.0,80.0,35.69249038461539,17.132395384615386,31.409391538461538,75.0,43.0,26.0,7.1
maharashtra,rice,1979,1132.9680769230768,1200.0,25.0,80.0,28.324201923076924,13.595616923076923,24.92529769230769,75.0,43.0,26.0,7.1
maharashtra,rice,1980,1421.6876923076923,1200.0,25.0,80.0,35.54219230769231,17.06025230769231,31.277129230769233,75.0,43.0,26.0,7.1
maharashtra,rice,1981,1426.5361538461539,1200.0,25.0,80.0,35.66340384615385,17.118433846153845,31.383795384615386,75.0,43.0,26.0,7.1
maharashtra,rice,1982,1149.9046153846155,1200.0,25.0,80.0,28.747615384615383,13.798855384615385,25.297901538461538,75.0,43.0,26.0,7.1
