state,crop,year,yield,n_req_kg_per_ha,p_req_kg_per_ha,k_req_kg_per_ha,n,p,k,ph
madhya pradesh,rice,2002,618.0529411764705,15.451323529411766,7.416635294117647,13.597164705882353,70.0,40.0,20.0,7.4
madhya pradesh,rice,2003,1047.155294117647,26.178882352941176,12.565863529411764,23.037416470588234,70.0,40.0,20.0,7.4
madhya pradesh,rice,2004,789.9332432432432,19.748331081081083,9.47919891891892,17.378531351351352,70.0,40.0,20.0,7.4
madhya pradesh,rice,2005,875.1819444444444,21.87954861111111,10.502183333333333,19.254002777777778,70.0,40.0,20.0,7.4
madhya pradesh,rice,2006,833.7163888888889,20.84290972222222,10.004596666666666,18.341760555555556,70.0,40.0,20.0,7.4
madhya pradesh,rice,2007,590.3841176470588,14.759602941176471,7.084609411764706,12.988450588235295,70.0,40.0,20.0,7.4
madhya pradesh,rice,2008,618.6726470588235,15.466816176470589,7.424071764705882,13.61079823529412,70.0,40.0,20.0,7.4
madhya pradesh,rice,2009,937.5917647058823,23.439794117647057,11.251101176470588,20.62701882352941,70.0,40.0,20.0,7.4
madhya pradesh,rice,2010,1220.5914705882353,30.514786764705885,14.647097647058825,26.853012352941178,70.0,40.0,20.0,7.4
madhya pradesh,rice,2011,1385.7267647058823,34.643169117647055,16.628721176470588,30.48598882352941,70.0,40.0,20.0,7.4
madhya pradesh,rice,2012,1512.5211428571429,37.81302857142857,18.150253714285714,33.27546514285714,70.0,40.0,20.0,7.4
madhya pradesh,rice,2013,1477.0902857142855,36.927257142857144,17.72508342857143,32.49598628571429,70.0,40.0,20.0,7.4
madhya pradesh,rice,2014,1574.8771875,39.3719296875,18.89852625,34.647298125,70.0,40.0,20.0,7.4
madhya pradesh,rice,2015,1657.005,41.425125,19.884059999999998,36.45411,70.0,40.0,20.0,7.4
madhya pradesh,rice,2016,2058.5203333333334,51.46300833333333,24.702244,45.28744733333333,70.0,40.0,20.0,7.4
madhya pradesh,rice,2017,1940.8313888888888,48.520784722222224,23.289976666666668,42.69829055555556,70.0,40.0,20.0,7.4
maharashtra,chickpea,1981,370.52708333333334,6.6694875,3.7052708333333335,6.6694875,75.0,43.0,26.0,7.1
maharashtra,chickpea,1982,327.3670833333333,5.8926075,3.2736708333333335,5.8926075,75.0,43.0,26.0,7.1
maharashtra,chickpea,1983,412.7579166666667,7.4296425,4.127579166666667,7.4296425,75.0,43.0,26.0,7.1
maharashtra,chickpea,1984,411.05541666666664,7.3989975,4.110554166666667,7.3989975,75.0,43.0,26.0,7.1
maharashtra,chickpea,1985,333.11125,5.9960025,3.3311125,5.9960025,75.0,43.0,26.0,7.1
maharashtra,chickpea,1986,291.53041666666667,5.2475475000000005,2.9153041666666666,5.2475475000000005,75.0,43.0,26.0,7.1
maharashtra,chickpea,1987,397.20416666666665,7.149674999999999,3.972041666666667,7.149674999999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,1988,605.1241666666666,10.892235,6.051241666666666,10.892235,75.0,43.0,26.0,7.1
maharashtra,chickpea,1989,515.7441666666667,9.283395,5.157441666666666,9.283395,75.0,43.0,26.0,7.1
maharashtra,chickpea,1990,524.8320833333333,9.446977500000001,5.2483208333333335,9.446977500000001,75.0,43.0,26.0,7.1
maharashtra,chickpea,1991,495.0,8.91,4.95,8.91,75.0,43.0,26.0,7.1
maharashtra,chickpea,1992,510.0566666666667,9.18102,5.1005666666666665,9.18102,75.0,43.0,26.0,7.1
maharashtra,chickpea,1993,704.6554166666666,12.683797499999999,7.046554166666667,12.683797499999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,1994,603.0683333333333,10.85523,6.030683333333333,10.85523,75.0,43.0,26.0,7.1
maharashtra,chickpea,1995,521.3874999999999,9.384974999999999,5.213875,9.384974999999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,1996,650.7866666666666,11.71416,6.507866666666668,11.71416,75.0,43.0,26.0,7.1
maharashtra,chickpea,1997,444.1152,7.9940736,4.441152,7.9940736,75.0,43.0,26.0,7.1
maharashtra,chickpea,1998,624.5968,11.2427424,6.245968,11.2427424,75.0,43.0,26.0,7.1
maharashtra,chickpea,1999,631.1704166666667,11.361067499999999,6.311704166666666,11.361067499999999,75.0,43.0,26.0,7.1
maharashtra,chickpea,2000,516.4370833333334,9.2958675,5.164370833333334,9.2958675,75.0,43.0,26.0,7.1
maharashtra,chickpea,2001,592.7104166666667,10.6687875,5.927104166666666,10.6687875,75.0,43.0,26.0,7.1
maharashtra,chickpea,2002,568.7504166666666,10.2375075,5.687504166666667,10.2375075,75.0,43.0,26.0,7.1
maharashtra,chickpea,2003,564.3170833333334,10.1577075,5.6431708333333335,10.1577075,75.0,43.0,26.0,7.1
maharashtra,chickpea,2004,569.6062499999999,10.2529125,5.6960625,10.2529125,75.0,43.0,26.0,7.1
maharashtra,chickpea,2005,675.03625,12.1506525,6.7503625000000005,12.1506525,75.0,43.0,26.0,7.1
maharashtra,chickpea,2006,692.0829166666667,12.4574925,6.920829166666667,12.4574925,75.0,43.0,26.0,7.1
maharashtra,chickpea,2007,819.0124999999999,14.742225,8.190125,14.742225,75.0,43.0,26.0,7.1
maharashtra,chickpea,2008,682.0779166666667,12.2774025,6.820779166666667,12.2774025,75.0,43.0,26.0,7.1
maharashtra,chickpea,2009,794.7420833333334,14.3053575,7.947420833333333,14.3053575,75.0,43.0,26.0,7.1
maharashtra,chickpea,2010,878.3395833333334,15.8101125,8.783395833333334,15.8101125,75.0,43.0,26.0,7.1
maharashtra,chickpea,2011,824.2120833333333,14.8358175,8.242120833333333,14.8358175,75.0,43.0,26.0,7.1
maharashtra,chickpea,2012,742.4243478260869,13.363638260869564,7.42424347826087,13.363638260869564,75.0,43.0,26.0,7.1
maharashtra,chickpea,2013,865.1547826086957,15.572786086956523,8.651547826086956,15.572786086956523,75.0,43.0,26.0,7.1
maharashtra,chickpea,2014,751.6343478260869,13.529418260869566,7.51634347826087,13.529418260869566,75.0,43.0,26.0,7.1
maharashtra,chickpea,2015,590.3824,10.6268832,5.903823999999999,10.6268832,75.0,43.0,26.0,7.1
maharashtra,chickpea,2016,989.8425000000001,17.817165,9.898425,17.817165,75.0,43.0,26.0,7.1
maharashtra,chickpea,2017,957.4904347826086,17.234827826086956,9.574904347826088,17.234827826086956,75.0,43.0,26.0,7.1
maharashtra,cotton,1981,141.13857142857142,3.8107414285714287,1.6936628571428574,3.8107414285714287,75.0,43.0,26.0,7.1
maharashtra,cotton,1982,151.96904761904761,4.103164285714286,1.8236285714285714,4.103164285714286,75.0,43.0,26.0,7.1
maharashtra,cotton,1983,83.85619047619048,2.264117142857143,1.0062742857142857,2.264117142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1984,141.58952380952383,3.822917142857143,1.6990742857142858,3.822917142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1985,164.18619047619046,4.433027142857143,1.9702342857142858,4.433027142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1986,102.80850000000001,2.7758295,1.233702,2.7758295,75.0,43.0,26.0,7.1
maharashtra,cotton,1987,138.35736842105263,3.735648947368421,1.6602884210526316,3.735648947368421,75.0,43.0,26.0,7.1
maharashtra,cotton,1988,145.602,3.931254,1.7472239999999999,3.931254,75.0,43.0,26.0,7.1
maharashtra,cotton,1989,184.14947368421053,4.972035789473685,2.2097936842105264,4.972035789473685,75.0,43.0,26.0,7.1
maharashtra,cotton,1990,171.05142857142857,4.6183885714285715,2.0526171428571427,4.6183885714285715,75.0,43.0,26.0,7.1
maharashtra,cotton,1991,130.5257142857143,3.524194285714285,1.5663085714285714,3.524194285714285,75.0,43.0,26.0,7.1
maharashtra,cotton,1992,176.53857142857143,4.766541428571428,2.118462857142857,4.766541428571428,75.0,43.0,26.0,7.1
maharashtra,cotton,1993,200.48700000000002,5.413149,2.405844,5.413149,75.0,43.0,26.0,7.1
maharashtra,cotton,1994,199.95285714285714,5.398727142857143,2.399434285714286,5.398727142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,1995,185.27904761904762,5.002534285714286,2.2233485714285712,5.002534285714286,75.0,43.0,26.0,7.1
maharashtra,cotton,1996,221.09,5.96943,2.65308,5.96943,75.0,43.0,26.0,7.1
maharashtra,cotton,1997,175.56333333333333,4.74021,2.10676,4.74021,75.0,43.0,26.0,7.1
maharashtra,cotton,1998,181.5747619047619,4.902518571428571,2.178897142857143,4.902518571428571,75.0,43.0,26.0,7.1
maharashtra,cotton,1999,225.05333333333334,6.07644,2.70064,6.07644,75.0,43.0,26.0,7.1
maharashtra,cotton,2000,165.42619047619047,4.466507142857143,1.9851142857142858,4.466507142857143,75.0,43.0,26.0,7.1
maharashtra,cotton,2001,159.16333333333333,4.29741,1.90996,4.29741,75.0,43.0,26.0,7.1
maharashtra,cotton,2002,177.58809523809524,4.794878571428572,2.1310571428571428,4.794878571428572,75.0,43.0,26.0,7.1
maharashtra,cotton,2003,209.2152380952381,5.648811428571428,2.510582857142857,5.648811428571428,75.0,43.0,26.0,7.1
maharashtra,cotton,2004,191.275,5.164425,2.2953,5.164425,75.0,43.0,26.0,7.1
maharashtra,cotton,2005,211.16952380952378,5.7015771428571425,2.5340342857142857,5.7015771428571425,75.0,43.0,26.0,7.1
maharashtra,cotton,2006,243.54428571428573,6.575695714285714,2.9225314285714283,6.575695714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,2007,363.95666666666665,9.82683,4.36748,9.82683,75.0,43.0,26.0,7.1
maharashtra,cotton,2008,257.80428571428575,6.960715714285714,3.0936514285714285,6.960715714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,2009,243.40050000000002,6.5718135,2.920806,6.5718135,75.0,43.0,26.0,7.1
maharashtra,cotton,2010,343.4709523809524,9.273715714285714,4.121651428571429,9.273715714285714,75.0,43.0,26.0,7.1
maharashtra,cotton,2011,293.39578947368426,7.921686315789473,3.5207494736842104,7.921686315789473,75.0,43.0,26.0,7.1
maharashtra,cotton,2012,337.7221052631579,9.118496842105264,4.052665263157895,9.118496842105264,75.0,43.0,26.0,7.1
maharashtra,cotton,2013,374.3826315789474,10.108331052631579,4.492591578947368,10.108331052631579,75.0,43.0,26.0,7.1
maharashtra,cotton,2014,175.93894736842105,4.7503515789473685,2.1112673684210526,4.7503515789473685,75.0,43.0,26.0,7.1
maharashtra,cotton,2015,163.57631578947368,4.41656052631579,1.9629157894736842,4.41656052631579,75.0,43.0,26.0,7.1
maharashtra,cotton,2016,470.4442105263158,12.701993684210526,5.64533052631579,12.701993684210526,75.0,43.0,26.0,7.1
maharashtra,cotton,2017,275.1157142857143,7.4281242857142855,3.3013885714285713,7.4281242857142855,75.0,43.0,26.0,7.1
maharashtra,maize,1981,1825.5365217391302,49.289486086956515,21.906438260869567,31.03412086956522,75.0,43.0,26.0,7.1
maharashtra,maize,1982,1531.63375,41.35411125,18.379605,26.03777375,75.0,43.0,26.0,7.1
maharashtra,maize,1983,1456.3765217391306,39.32216608695652,17.476518260869565,24.758400869565218,75.0,43.0,26.0,7.1
maharashtra,maize,1984,1329.11,35.88597,15.94932,22.59487,75.0,43.0,26.0,7.1
maharashtra,maize,1985,1327.23,35.835210000000004,15.92676,22.562910000000002,75.0,43.0,26.0,7.1
maharashtra,maize,1986,825.4047368421053,22.285927894736844,9.904856842105264,14.031880526315788,75.0,43.0,26.0,7.1
maharashtra,maize,1987,999.027,26.973729,11.988324,16.983459,75.0,43.0,26.0,7.1
maharashtra,maize,1988,952.0640909090909,25.705730454545456,11.424769090909091,16.185089545454545,75.0,43.0,26.0,7.1
maharashtra,maize,1989,1057.3455,28.548328500000004,12.688146,17.9748735,75.0,43.0,26.0,7.1
maharashtra,maize,1990,1091.3095238095239,29.465357142857144,13.095714285714285,18.552261904761906,75.0,43.0,26.0,7.1
maharashtra,maize,1991,993.8575000000001,26.8341525,11.92629,16.895577499999998,75.0,43.0,26.0,7.1
maharashtra,maize,1992,1489.6076190476192,40.21940571428571,17.87529142857143,25.323329523809527,75.0,43.0,26.0,7.1
maharashtra,maize,1993,1467.7483333333332,39.629205,17.61298,24.951721666666668,75.0,43.0,26.0,7.1
maharashtra,maize,1994,1280.7516666666668,34.580295,15.36902,21.772778333333335,75.0,43.0,26.0,7.1
maharashtra,maize,1995,1340.2419047619046,36.18653142857143,16.08290285714286,22.784112380952383,75.0,43.0,26.0,7.1
maharashtra,maize,1996,1304.5672727272727,35.223316363636364,15.654807272727272,22.177643636363637,75.0,43.0,26.0,7.1
maharashtra,maize,1997,1461.0847619047618,39.449288571428575,17.53301714285714,24.838440952380953,75.0,43.0,26.0,7.1
maharashtra,maize,1998,1669.3631818181818,45.07280590909091,20.032358181818182,28.37917409090909,75.0,43.0,26.0,7.1
maharashtra,maize,1999,1330.74,35.92998,15.96888,22.62258,75.0,43.0,26.0,7.1
maharashtra,maize,2000,958.0721739130435,25.86794869565217,11.496866086956523,16.28722695652174,75.0,43.0,26.0,7.1
maharashtra,maize,2001,1978.0595833333334,53.40760875,23.736715,33.627012916666665,75.0,43.0,26.0,7.1
maharashtra,maize,2002,1689.4939130434782,45.61633565217391,20.273926956521738,28.72139652173913,75.0,43.0,26.0,7.1
maharashtra,maize,2003,1779.4839130434782,48.046065652173915,21.35380695652174,30.251226521739127,75.0,43.0,26.0,7.1
maharashtra,maize,2004,1467.5243478260868,39.623157391304346,17.610292173913045,24.947913913043475,75.0,43.0,26.0,7.1
maharashtra,maize,2005,1851.4375,49.9888125,22.217250000000003,31.474437499999997,75.0,43.0,26.0,7.1
maharashtra,maize,2006,1796.1748,48.4967196,21.5540976,30.5349716,75.0,43.0,26.0,7.1
maharashtra,maize,2007,2543.2876,68.6687652,30.5194512,43.2358892,75.0,43.0,26.0,7.1
maharashtra,maize,2008,2229.6420000000003,60.200334000000005,26.755704,37.903914,75.0,43.0,26.0,7.1
maharashtra,maize,2009,2140.0643478260868,57.781737391304354,25.680772173913045,36.38109391304348,75.0,43.0,26.0,7.1
maharashtra,maize,2010,2389.0552173913043,64.50449086956522,28.66866260869565,40.61393869565217,75.0,43.0,26.0,7.1
maharashtra,maize,2011,2230.4556,60.222301200000004,26.7654672,37.9177452,75.0,43.0,26.0,7.1
maharashtra,maize,2012,1757.4561904761906,47.45131714285714,21.089474285714285,29.87675523809524,75.0,43.0,26.0,7.1
maharashtra,maize,2013,2444.723181818182,66.00752590909092,29.336678181818183,41.56029409090909,75.0,43.0,26.0,7.1
maharashtra,maize,2014,1702.893043478261,45.97811217391304,20.43471652173913,28.949181739130434,75.0,43.0,26.0,7.1
maharashtra,maize,2015,1438.3141666666668,38.8344825,17.25977,24.451340833333333,75.0,43.0,26.0,7.1
maharashtra,maize,2016,2570.9984,69.4169568,30.8519808,43.7069728,75.0,43.0,26.0,7.1
maharashtra,maize,2017,2108.310909090909,56.924394545454554,25.299730909090908,35.841285454545456,75.0,43.0,26.0,7.1
maharashtra,rice,1981,1426.5361538461539,35.66340384615385,17.118433846153845,31.383795384615386,75.0,43.0,26.0,7.1
maharashtra,rice,1982,1149.9046153846155,28.747615384615383,13.798855384615385,25.297901538461538,75.0,43.0,26.0,7.1
maharashtra,rice,1983,1348.7226923076923,33.71806730769231,16.18467230769231,29.67189923076923,75.0,43.0,26.0,7.1
maharashtra,rice,1984,1103.3296153846154,27.583240384615387,13.239955384615383,24.27325153846154,75.0,43.0,26.0,7.1
maharashtra,rice,1985,1034.6132,25.86533,12.4153584,22.7614904,75.0,43.0,26.0,7.1
maharashtra,rice,1986,864.4276,21.610689999999998,10.3731312,19.0174072,75.0,43.0,26.0,7.1
maharashtra,rice,1987,941.5228,23.538069999999998,11.2982736,20.7135016,75.0,43.0,26.0,7.1
maharashtra,rice,1988,1329.2284615384617,33.23071153846154,15.95074153846154,29.243026153846152,75.0,43.0,26.0,7.1
maharashtra,rice,1989,1244.5372,31.113429999999997,14.934446399999999,27.379818399999998,75.0,43.0,26.0,7.1
maharashtra,rice,1990,1178.5861538461538,29.464653846153848,14.143033846153847,25.928895384615387,75.0,43.0,26.0,7.1
maharashtra,rice,1991,990.6738461538462,24.766846153846153,11.888086153846153,21.794824615384616,75.0,43.0,26.0,7.1
maharashtra,rice,1992,1208.0136,30.20034,14.496163200000002,26.576299199999998,75.0,43.0,26.0,7.1
maharashtra,rice,1993,1266.0724,31.65181,15.192868800000001,27.8535928,75.0,43.0,26.0,7.1
maharashtra,rice,1994,1190.7376,29.768440000000002,14.288851200000002,26.196227200000003,75.0,43.0,26.0,7.1
maharashtra,rice,1995,1199.258,29.98145,14.391096,26.383676,75.0,43.0,26.0,7.1
maharashtra,rice,1996,1364.7588,34.11897,16.3771056,30.0246936,75.0,43.0,26.0,7.1
maharashtra,rice,1997,1195.6644000000001,29.89161,14.3479728,26.304616799999998,75.0,43.0,26.0,7.1
maharashtra,rice,1998,1297.0064,32.42516,15.5640768,28.5341408,75.0,43.0,26.0,7.1
maharashtra,rice,1999,1216.4732000000001,30.41183,14.5976784,26.7624104,75.0,43.0,26.0,7.1
maharashtra,rice,2000,1022.99,25.574749999999998,12.275879999999999,22.50578,75.0,43.0,26.0,7.1
maharashtra,rice,2001,1301.2312,32.53078,15.614774399999998,28.6270864,75.0,43.0,26.0,7.1
maharashtra,rice,2002,917.6436,22.94109,11.011723199999999,20.1881592,75.0,43.0,26.0,7.1
maharashtra,rice,2003,1245.6983333333333,31.142458333333334,14.94838,27.40536333333333,75.0,43.0,26.0,7.1
maharashtra,rice,2004,1064.7670833333334,26.61917708333333,12.777205,23.42487583333333,75.0,43.0,26.0,7.1
maharashtra,rice,2005,1197.39375,29.93484375,14.368725,26.342662500000003,75.0,43.0,26.0,7.1
maharashtra,rice,2006,1172.6541666666667,29.316354166666667,14.07185,25.798391666666664,75.0,43.0,26.0,7.1
maharashtra,rice,2007,1409.7869565217393,35.24467391304348,16.91744347826087,31.015313043478262,75.0,43.0,26.0,7.1
maharashtra,rice,2008,1226.4095238095238,30.660238095238096,14.716914285714287,26.981009523809526,75.0,43.0,26.0,7.1
maharashtra,rice,2009,1138.4945454545455,28.462363636363637,13.661934545454546,25.04688,75.0,43.0,26.0,7.1
maharashtra,rice,2010,1341.8625,33.5465625,16.102349999999998,29.520975,75.0,43.0,26.0,7.1
maharashtra,rice,2011,1339.0118181818182,33.47529545454545,16.068141818181818,29.45826,75.0,43.0,26.0,7.1
maharashtra,rice,2012,1302.6529999999998,32.566325,15.631835999999998,28.658366,75.0,43.0,26.0,7.1
maharashtra,rice,2013,1479.9526315789474,36.99881578947368,17.759431578947368,32.55895789473684,75.0,43.0,26.0,7.1
maharashtra,rice,2014,1338.9066666666668,33.47266666666667,16.06688,29.455946666666666,75.0,43.0,26.0,7.1
maharashtra,rice,2015,1472.018125,36.800453125,17.6642175,32.38439875,75.0,43.0,26.0,7.1
maharashtra,rice,2016,1641.0742857142857,41.02685714285714,19.69289142857143,36.103634285714286,75.0,43.0,26.0,7.1
maharashtra,rice,2017,1665.5838888888889,41.63959722222222,19.987006666666666,36.64284555555556,75.0,43.0,26.0,7.1
odisha,chickpea,1981,647.9192307692308,11.662546153846154,6.4791923076923075,11.662546153846154,67.0,26.0,32.0,6.3
odisha,chickpea,1982,672.2984615384614,12.101372307692307,6.722984615384615,12.101372307692307,67.0,26.0,32.0,6.3
odisha,chickpea,1983,567.6107692307692,10.216993846153846,5.676107692307692,10.216993846153846,67.0,26.0,32.0,6.3
odisha,chickpea,1984,586.0584615384615,10.549052307692307,5.8605846153846155,10.549052307692307,67.0,26.0,32.0,6.3
odisha,chickpea,1985,580.8976923076923,10.456158461538461,5.808976923076923,10.456158461538461,67.0,26.0,32.0,6.3
odisha,chickpea,1986,689.8338461538461,12.417009230769231,6.8983384615384615,12.417009230769231,67.0,26.0,32.0,6.3
odisha,chickpea,1987,590.6207692307692,10.631173846153846,5.906207692307692,10.631173846153846,67.0,26.0,32.0,6.3
odisha,chickpea,1988,609.9541666666667,10.979175,6.099541666666667,10.979175,67.0,26.0,32.0,6.3
odisha,chickpea,1989,642.7484615384615,11.569472307692308,6.427484615384615,11.569472307692308,67.0,26.0,32.0,6.3
odisha,chickpea,1990,676.2092307692309,12.171766153846153,6.762092307692308,12.171766153846153,67.0,26.0,32.0,6.3
odisha,chickpea,1991,674.2854545454545,12.137138181818182,6.742854545454546,12.137138181818182,67.0,26.0,32.0,6.3
odisha,chickpea,1992,624.1850000000001,11.23533,6.24185,11.23533,67.0,26.0,32.0,6.3
odisha,chickpea,1993,581.75,10.4715,5.8175,10.4715,67.0,26.0,32.0,6.3
odisha,chickpea,1994,568.5969230769231,10.234744615384615,5.68596923076923,10.234744615384615,67.0,26.0,32.0,6.3
odisha,chickpea,1995,625.0584615384615,11.251052307692307,6.250584615384615,11.251052307692307,67.0,26.0,32.0,6.3
odisha,chickpea,1996,578.0707692307692,10.405273846153847,5.780707692307692,10.405273846153847,67.0,26.0,32.0,6.3
odisha,chickpea,1997,559.4300000000001,10.06974,5.5943000000000005,10.06974,67.0,26.0,32.0,6.3
odisha,chickpea,1998,524.9261538461539,9.44867076923077,5.249261538461539,9.44867076923077,67.0,26.0,32.0,6.3
odisha,chickpea,1999,540.0623076923077,9.721121538461539,5.400623076923077,9.721121538461539,67.0,26.0,32.0,6.3
odisha,chickpea,2000,552.4815384615384,9.944667692307691,5.524815384615385,9.944667692307691,67.0,26.0,32.0,6.3
odisha,chickpea,2001,559.3491666666666,10.068285,5.593491666666666,10.068285,67.0,26.0,32.0,6.3
odisha,chickpea,2002,552.1861538461538,9.939350769230769,5.521861538461538,9.939350769230769,67.0,26.0,32.0,6.3
odisha,chickpea,2003,573.0023076923077,10.314041538461538,5.730023076923077,10.314041538461538,67.0,26.0,32.0,6.3
odisha,chickpea,2004,582.8446153846154,10.491203076923076,5.828446153846154,10.491203076923076,67.0,26.0,32.0,6.3
odisha,chickpea,2005,633.91,11.41038,6.3391,11.41038,67.0,26.0,32.0,6.3
odisha,chickpea,2006,632.183076923077,11.379295384615384,6.32183076923077,11.379295384615384,67.0,26.0,32.0,6.3
odisha,chickpea,2007,657.6884615384616,11.838392307692308,6.576884615384615,11.838392307692308,67.0,26.0,32.0,6.3
odisha,chickpea,2008,660.3869230769232,11.886964615384615,6.603869230769231,11.886964615384615,67.0,26.0,32.0,6.3
odisha,chickpea,2009,713.7046153846154,12.846683076923076,7.137046153846155,12.846683076923076,67.0,26.0,32.0,6.3
odisha,chickpea,2010,725.6023076923077,13.060841538461538,7.256023076923077,13.060841538461538,67.0,26.0,32.0,6.3
odisha,chickpea,2011,706.7261538461539,12.721070769230769,7.067261538461539,12.721070769230769,67.0,26.0,32.0,6.3
odisha,chickpea,2012,741.3684615384616,13.344632307692308,7.413684615384615,13.344632307692308,67.0,26.0,32.0,6.3
odisha,chickpea,2013,737.4907692307693,13.274833846153847,7.374907692307692,13.274833846153847,67.0,26.0,32.0,6.3
odisha,chickpea,2014,737.603076923077,13.276855384615384,7.37603076923077,13.276855384615384,67.0,26.0,32.0,6.3
odisha,chickpea,2015,749.1830769230769,13.485295384615386,7.491830769230769,13.485295384615386,67.0,26.0,32.0,6.3
odisha,chickpea,2016,746.9669230769231,13.445404615384614,7.469669230769231,13.445404615384614,67.0,26.0,32.0,6.3
odisha,chickpea,2017,788.3538461538462,14.19036923076923,7.883538461538462,14.19036923076923,67.0,26.0,32.0,6.3
odisha,cotton,1981,177.64846153846153,4.796508461538461,2.1317815384615386,4.796508461538461,67.0,26.0,32.0,6.3
odisha,cotton,1982,186.44384615384615,5.033983846153846,2.237326153846154,5.033983846153846,67.0,26.0,32.0,6.3
odisha,cotton,1983,204.04749999999999,5.5092825,2.44857,5.5092825,67.0,26.0,32.0,6.3
odisha,cotton,1984,173.8011111111111,4.692629999999999,2.0856133333333333,4.692629999999999,67.0,26.0,32.0,6.3
odisha,cotton,1985,197.826,5.341302,2.373912,5.341302,67.0,26.0,32.0,6.3
odisha,cotton,1986,207.14600000000002,5.592942,2.485752,5.592942,67.0,26.0,32.0,6.3
odisha,cotton,1987,194.37625,5.24815875,2.332515,5.24815875,67.0,26.0,32.0,6.3
odisha,cotton,1988,163.677,4.419279,1.9641240000000004,4.419279,67.0,26.0,32.0,6.3
odisha,cotton,1989,149.58714285714285,4.0388528571428575,1.7950457142857144,4.0388528571428575,67.0,26.0,32.0,6.3
odisha,cotton,1990,186.4466666666667,5.03406,2.2373600000000002,5.03406,67.0,26.0,32.0,6.3
odisha,cotton,1991,252.07,6.805890000000001,3.02484,6.805890000000001,67.0,26.0,32.0,6.3
odisha,cotton,1992,99.5025,2.6865674999999998,1.1940300000000001,2.6865674999999998,67.0,26.0,32.0,6.3
odisha,cotton,1993,128.425,3.467475,1.5411000000000001,3.467475,67.0,26.0,32.0,6.3
odisha,cotton,1994,203.17666666666665,5.48577,2.43812,5.48577,67.0,26.0,32.0,6.3
odisha,cotton,1995,242.74,6.55398,2.91288,6.55398,67.0,26.0,32.0,6.3
odisha,cotton,1996,255.686,6.903522000000001,3.0682319999999996,6.903522000000001,67.0,26.0,32.0,6.3
odisha,cotton,1997,183.31285714285715,4.949447142857143,2.1997542857142856,4.949447142857143,67.0,26.0,32.0,6.3
odisha,cotton,1998,199.85375,5.39605125,2.398245,5.39605125,67.0,26.0,32.0,6.3
odisha,cotton,1999,192.36375,5.19382125,2.3083650000000002,5.19382125,67.0,26.0,32.0,6.3
odisha,cotton,2000,274.25714285714287,7.404942857142856,3.2910857142857144,7.404942857142856,67.0,26.0,32.0,6.3
odisha,cotton,2001,195.022,5.265594,2.340264,5.265594,67.0,26.0,32.0,6.3
odisha,cotton,2002,353.09833333333336,9.533655000000001,4.23718,9.533655000000001,67.0,26.0,32.0,6.3
odisha,cotton,2003,366.3728571428572,9.892067142857144,4.396474285714286,9.892067142857144,67.0,26.0,32.0,6.3
odisha,cotton,2004,409.40166666666664,11.053845,4.91282,11.053845,67.0,26.0,32.0,6.3
odisha,cotton,2005,353.135,9.534645,4.237620000000001,9.534645,67.0,26.0,32.0,6.3
odisha,cotton,2006,272.368,7.353935999999999,3.2684159999999998,7.353935999999999,67.0,26.0,32.0,6.3
odisha,cotton,2007,392.91999999999996,10.60884,4.71504,10.60884,67.0,26.0,32.0,6.3
odisha,cotton,2008,401.0516666666667,10.828395,4.81262,10.828395,67.0,26.0,32.0,6.3
odisha,cotton,2009,438.28833333333336,11.833785,5.25946,11.833785,67.0,26.0,32.0,6.3
odisha,cotton,2010,439.77666666666664,11.87397,5.27732,11.87397,67.0,26.0,32.0,6.3
odisha,cotton,2011,355.7033333333334,9.60399,4.26844,9.60399,67.0,26.0,32.0,6.3
odisha,cotton,2012,449.9533333333334,12.148739999999998,5.399439999999999,12.148739999999998,67.0,26.0,32.0,6.3
odisha,cotton,2013,406.825,10.984275000000002,4.8819,10.984275000000002,67.0,26.0,32.0,6.3
odisha,cotton,2014,423.84666666666664,11.44386,5.0861600000000005,11.44386,67.0,26.0,32.0,6.3
odisha,cotton,2015,405.615,10.951605,4.86738,10.951605,67.0,26.0,32.0,6.3
odisha,cotton,2016,2615.435,70.616745,31.385220000000004,70.616745,67.0,26.0,32.0,6.3
odisha,cotton,2017,2781.161666666667,75.091365,33.37394,75.091365,67.0,26.0,32.0,6.3
odisha,maize,1981,1091.6076923076923,29.473407692307692,13.099292307692307,18.55733076923077,67.0,26.0,32.0,6.3
odisha,maize,1982,973.5061538461539,26.284666153846157,11.682073846153846,16.549604615384617,67.0,26.0,32.0,6.3
odisha,maize,1983,1156.4346153846154,31.223734615384615,13.877215384615385,19.659388461538462,67.0,26.0,32.0,6.3
odisha,maize,1984,1041.0323076923078,28.10787230769231,12.492387692307691,17.69754923076923,67.0,26.0,32.0,6.3
odisha,maize,1985,1037.186923076923,28.004046923076924,12.446243076923079,17.632177692307692,67.0,26.0,32.0,6.3
