state,year,temperature_nasa,rainfall_nasa,humidity_nasa
madhya pradesh,2002,26.6075,1033.29,46.28916666666667
madhya pradesh,2003,25.8225,1462.66,55.20583333333334
madhya pradesh,2004,26.236666666666665,1014.27,50.4075
madhya pradesh,2005,25.853333333333335,1450.92,50.945
madhya pradesh,2006,26.233333333333334,1823.3799999999999,53.25583333333333
madhya pradesh,2007,26.099999999999998,1155.47,50.625
madhya pradesh,2008,25.741666666666664,1027.82,50.9575
madhya pradesh,2009,26.46666666666667,1277.8,52.03
madhya pradesh,2010,26.395833333333332,1152.84,55.00333333333333
madhya pradesh,2011,25.7,1531.19,53.431666666666665
madhya pradesh,2012,25.753333333333334,1330.1000000000001,50.33916666666667
madhya pradesh,2013,25.47583333333333,1797.99,57.55833333333334
madhya pradesh,2014,26.01,1082.32,54.317499999999995
madhya pradesh,2015,25.879166666666666,1304.07,54.99916666666667
madhya pradesh,2016,26.329166666666666,1525.5,50.88833333333333
madhya pradesh,2017,26.5525,900.67,48.604166666666664
maharashtra,1981,25.099166666666665,807.24,55.13333333333333
maharashtra,1982,25.885,599.65,54.5875
maharashtra,1983,25.36583333333333,699.13,51.22416666666667
maharashtra,1984,26.013333333333335,430.29,45.7475
maharashtra,1985,26.195833333333336,501.45,45.5725
maharashtra,1986,26.439166666666665,451.46999999999997,45.30666666666667
maharashtra,1987,25.866666666666664,712.16,51.8675
maharashtra,1988,25.8125,850.01,51.762499999999996
maharashtra,1989,25.359166666666667,821.58,50.01499999999999
maharashtra,1990,25.105833333333333,917.23,57.080000000000005
maharashtra,1991,25.971666666666668,736.2600000000001,46.6625
maharashtra,1992,25.92833333333333,632.96,46.251666666666665
maharashtra,1993,25.105833333333333,984.29,53.67416666666667
maharashtra,1994,25.040833333333335,734.43,54.94583333333333
maharashtra,1995,25.935833333333335,561.46,50.056666666666665
maharashtra,1996,25.724166666666665,675.38,50.854166666666664
maharashtra,1997,25.521666666666665,691.2199999999999,53.63333333333333
maharashtra,1998,25.411666666666665,1001.33,58.57333333333333
maharashtra,1999,25.310833333333335,655.87,52.7275
maharashtra,2000,25.56833333333333,763.1,46.9025
maharashtra,2001,25.6725,635.86,50.48166666666666
maharashtra,2002,26.255,613.91,47.5925
maharashtra,2003,26.198333333333334,613.34,51.05083333333334
maharashtra,2004,25.735,694.76,52.315
maharashtra,2005,25.108333333333334,1043.2,54.836666666666666
maharashtra,2006,25.260833333333334,1223.13,57.89416666666667
maharashtra,2007,25.49083333333333,828.92,54.85583333333333
maharashtra,2008,25.675,630.15,51.29333333333333
maharashtra,2009,26.138333333333332,790.53,52.52166666666667
maharashtra,2010,25.833333333333332,946.8,58.85666666666666
maharashtra,2011,25.43416666666667,740.49,53.7875
maharashtra,2012,25.826666666666668,614.17,49.76583333333334
maharashtra,2013,25.28,869.69,57.88583333333333
maharashtra,2014,25.685000000000002,685.66,54.595
maharashtra,2015,26.045833333333334,801.79,52.2575
maharashtra,2016,25.731666666666666,805.95,51.93833333333333
maharashtra,2017,25.715,851.6,51.85666666666666
odisha,1981,25.573333333333334,1529.33,68.92916666666666
odisha,1982,26.550833333333333,1361.94,65.735
odisha,1983,26.660833333333333,1136.77,63.0025
odisha,1984,26.221666666666668,1719.1200000000001,62.395
odisha,1985,26.405833333333334,1378.22,63.61083333333334
odisha,1986,26.034166666666664,1464.29,67.25833333333334
odisha,1987,26.810000000000002,884.94,61.14666666666667
odisha,1988,26.660833333333333,1257.4099999999999,63.365
odisha,1989,26.201666666666668,1147.57,60.71
odisha,1990,25.853333333333335,1699.51,69.69
odisha,1991,26.390833333333333,1355.22,66.855
odisha,1992,25.8475,1428.58,65.30666666666667
odisha,1993,26.132500000000004,1565.43,65.01666666666667
odisha,1994,26.105833333333333,1764.19,66.68416666666667
odisha,1995,25.46666666666667,1613.55,71.02166666666666
odisha,1996,26.045,1136.02,66.08916666666667
odisha,1997,26.147499999999997,1526.12,66.22583333333334
odisha,1998,26.250833333333333,1448.43,70.44416666666667
odisha,1999,25.853333333333335,1347.7299999999998,67.44166666666666
odisha,2000,26.1675,996.52,63.931666666666665
odisha,2001,26.069999999999997,1785.09,67.04333333333334
odisha,2002,26.325833333333335,1187.95,65.75500000000001
odisha,2003,26.33666666666667,1800.52,67.75750000000001
odisha,2004,25.6525,1290.67,67.9325
odisha,2005,26.30666666666667,1545.25,66.61416666666666
odisha,2006,25.748333333333335,1625.72,68.45833333333333
odisha,2007,25.906666666666666,1570.84,68.49916666666667
odisha,2008,25.590833333333332,1814.1399999999999,69.96333333333332
odisha,2009,26.660833333333333,1315.81,63.69583333333333
odisha,2010,26.712500000000002,1283.63,65.71916666666667
odisha,2011,25.804999999999996,1543.41,67.85833333333333
odisha,2012,26.175,1491.19,65.8
odisha,2013,25.939999999999998,1619.98,67.8225
odisha,2014,25.785833333333333,1486.45,68.56583333333333
odisha,2015,26.139166666666668,1278.53,67.26166666666667
odisha,2016,26.53333333333333,1261.1000000000001,65.92999999999999
odisha,2017,26.462500000000002,1430.68,66.44916666666667
punjab,1981,24.920833333333334,754.0,44.715
punjab,1982,24.145,821.6,46.94916666666666
punjab,1983,25.021666666666665,350.88,36.0375
punjab,1984,24.7975,629.12,38.413333333333334
punjab,1985,25.245833333333334,586.24,39.42583333333334
punjab,1986,24.873333333333335,462.95,37.958333333333336
punjab,1987,26.314166666666665,333.29,30.676666666666666
punjab,1988,25.77916666666667,651.71,39.766666666666666
punjab,1989,25.3125,407.48,34.355
punjab,1990,25.28,657.13,43.26333333333333
punjab,1991,25.801666666666666,402.28999999999996,32.77333333333333
